"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HOUSECOST","RENT","IDX2015","Q","2020-Q3",101.408964379167,
"ITA","HOUSECOST","RENT","IDX2015","Q","2020-Q4",101.385246016037,
"ITA","HOUSECOST","RENT","IDX2015","Q","2021-Q1",101.341641528214,
"ITA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",101.36894375386,
"ITA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",101.47118861767,
"ITA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",101.586018281268,
"ITA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",101.910255742149,
"ITA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",102.335248281338,
"ITA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",102.668464281339,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1960-Q1",5.67078154156048,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1960-Q2",6.09914879951463,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1960-Q3",6.51498096633771,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1960-Q4",7.21341938503691,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1961-Q1",7.91343337013145,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1961-Q2",8.52234972643296,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1961-Q3",9.13528606467383,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1961-Q4",9.55335203359949,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1962-Q1",9.97849466494888,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1962-Q2",10.3892343921942,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1962-Q3",10.8123294596303,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1962-Q4",11.1461840964876,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1963-Q1",11.4978864261283,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1963-Q2",11.8389065813906,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1963-Q3",12.208135954355,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1963-Q4",12.6009918695816,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1964-Q1",13.0308513762776,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1964-Q2",13.5015840242833,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1964-Q3",14.00681741251,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1964-Q4",14.4689441803706,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1965-Q1",14.977279784139,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1965-Q2",15.1629208494215,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1965-Q3",15.3930328908416,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1965-Q4",15.5768898676861,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1966-Q1",15.8149387804836,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1966-Q2",16.1312061209629,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1966-Q3",16.4998349372807,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1966-Q4",16.9584459875181,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1967-Q1",17.4750647183266,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1967-Q2",18.1336942745019,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1967-Q3",18.8491079337027,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1967-Q4",19.5925486557902,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1968-Q1",20.3975119908352,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1968-Q2",21.2575442393762,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1968-Q3",22.1710752753862,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1968-Q4",23.2649998205398,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1969-Q1",24.4186319286661,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1969-Q2",25.6947700009734,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1969-Q3",27.0137082957137,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1969-Q4",28.3893521462271,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",29.8260843630317,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",31.1773669712822,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",32.5411559968656,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",33.8020227596971,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",35.0831936497928,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",36.3913231175141,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",37.6323162986271,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",38.9461773589076,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",40.2147189135459,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",42.0197946910205,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",43.6750410860327,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",47.8375392294839,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",51.87453716979,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",56.1113192962614,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",60.0957131287596,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",62.8256546097723,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",65.3536769400586,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",65.9512807026527,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",66.3019522646486,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",64.6228988670786,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",62.7115041958786,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",62.8866290690748,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",62.8759617764969,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",63.3594849001843,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",63.697501687045,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",64.1772841324662,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",64.5902999404467,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",65.4082536185815,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",66.1914977549461,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",66.8523786118875,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",67.5582296839095,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",68.4230298494606,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",69.3637355037204,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",70.3674981376002,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",71.4779305744468,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",72.9225433876689,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q1",74.4598848119649,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q2",76.5412127540727,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q3",78.6890373500352,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1979-Q4",81.3120463817169,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q1",83.9963467943733,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q2",86.6638976174534,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q3",89.3583191103266,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1980-Q4",91.7938371220705,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q1",94.2397528025118,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q2",96.5179775976959,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q3",98.7679636714063,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1981-Q4",100.815876630522,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q1",102.811314743745,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q2",104.495679522162,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q3",106.105586247306,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1982-Q4",107.481660847978,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q1",108.765334464172,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q2",109.829087181564,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q3",110.817173258698,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1983-Q4",111.768204280471,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q1",112.662143283135,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q2",113.482459011753,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q3",114.2839743866,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1984-Q4",115.011367112166,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q1",115.746444169485,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q2",116.309003529042,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q3",116.931921067616,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1985-Q4",117.556550809372,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q1",118.277429638232,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q2",118.985699872649,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q3",119.855006161642,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1986-Q4",121.615290478346,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q1",123.5562526321,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q2",127.28160684774,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q3",131.237073303533,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1987-Q4",132.471445404693,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q1",133.948604885841,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q2",135.189820775086,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q3",136.634446059053,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1988-Q4",138.847969729128,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q1",141.261054273991,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q2",144.50530405247,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q3",147.841254112413,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1989-Q4",153.473263879812,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q1",159.241385918848,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q2",164.837628815664,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q3",170.413396232192,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1990-Q4",172.544742299766,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q1",174.744610921162,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q2",174.490527300912,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q3",174.134457007574,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1991-Q4",172.283488733923,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q1",170.449335621115,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q2",168.331837218934,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q3",166.080875712034,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1992-Q4",164.054459788578,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q1",162.004222883657,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q2",160.693538071679,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q3",159.29784761263,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1993-Q4",158.300187001614,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q1",157.300433285759,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q2",156.643389603912,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q3",155.995201951403,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1994-Q4",155.451046132436,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q1",154.948315741326,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q2",154.200008343578,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q3",153.514401239374,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1995-Q4",152.751939326682,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q1",152.024879874217,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q2",151.29755795881,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q3",150.606139266339,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1996-Q4",150.133443922763,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q1",149.659820779014,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q2",149.157316327929,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q3",148.663736346886,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1997-Q4",148.126440771429,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q1",147.570416123291,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q2",146.871916382404,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q3",146.163971785087,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1998-Q4",144.944308354263,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q1",143.696010356811,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q2",142.447029368554,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q3",141.176603417603,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","1999-Q4",139.891715788275,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",138.568137535658,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",137.186231316846,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",135.771297470711,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",134.348078508686,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",132.889277156649,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",131.293018371029,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",129.674362473753,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",127.963254710413,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",126.235916947813,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",124.427627156001,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",122.626372684419,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",120.688761211292,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",118.76455383174,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",116.787380856408,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",114.869321985593,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",112.99518651877,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",111.153052432599,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",109.489480008394,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",107.933054108202,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",106.578799420745,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",105.218483464375,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",103.920846509088,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",102.773528056758,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",102.042593985799,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",101.236594817757,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",100.502249183659,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",99.9506365921132,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",99.9330026277343,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",99.7458572319099,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",99.3842922704189,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",99.2452476686918,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",99.2397080548937,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",99.0641098949248,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",102.512383119114,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",100.30304382327,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",97.5262584780091,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",94.6170498491637,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",93.3388155612093,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",93.9476644864857,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",94.0085303229904,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",94.9620331549602,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",95.3151708573775,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",95.193315750363,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",95.8935268271824,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",95.6899997419266,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",95.5207970997584,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",95.5661673496368,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",94.9030816085632,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",95.1029448595943,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",94.3742156708401,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",94.2449442267866,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",94.6289493651432,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",94.4524152199662,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",95.9978412594437,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",96.6440087998249,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",97.4977732406684,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",97.2052504461627,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",97.3284424226848,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",97.6747938646355,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",98.3835367864578,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",99.2387755895426,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.6797001094814,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.551292014867,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",100.530232286109,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",100.62889038059,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",102.58108745072,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",102.407731642638,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",103.235268393607,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",104.361538217062,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",104.626100824492,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",105.129007877835,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",105.102305033229,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",105.912182082796,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",106.620519513781,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",107.146548418918,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",107.723681477176,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",108.331130602309,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q2",108.648952955943,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q3",108.58218116629,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q4",108.665649705671,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q1",107.895360832662,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q2",107.89492936502,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q3",108.474010603377,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2020-Q4",110.279612839155,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q1",111.525524659559,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",113.764212442359,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",117.317069758271,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",117.831042041909,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",121.664765519067,
"JPN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",124.655887748447,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1960-Q1",125.927918027579,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1960-Q2",134.276281671255,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1960-Q3",140.428137762699,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1960-Q4",150.201631081206,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1961-Q1",157.139192365251,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1961-Q2",160.921872240434,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1961-Q3",164.396304942842,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1961-Q4",165.21367726799,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1962-Q1",168.116545042923,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1962-Q2",171.269422757424,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1962-Q3",174.680182456128,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1962-Q4",175.553308913356,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1963-Q1",175.743920289561,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1963-Q2",173.450624509804,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1963-Q3",170.992982644523,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1963-Q4",169.344603684395,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1964-Q1",169.059668497439,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1964-Q2",170.69560381209,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1964-Q3",173.307454651923,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1964-Q4",175.056926656482,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1965-Q1",176.710283652851,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1965-Q2",173.051287655613,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1965-Q3",169.399966235313,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1965-Q4",165.495682668988,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1966-Q1",162.830664061244,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1966-Q2",161.921705109926,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1966-Q3",161.914035945676,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1966-Q4",162.456488921402,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1967-Q1",162.906433815951,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1967-Q2",163.116597997864,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1967-Q3",162.83931681989,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1967-Q4",162.373713210202,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1968-Q1",162.124484596856,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1968-Q2",163.103807417091,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1968-Q3",164.750315467503,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1968-Q4",167.603888621094,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1969-Q1",170.692059938945,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1969-Q2",173.409484357667,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1969-Q3",175.644217576321,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1969-Q4",177.809558944007,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q1",179.958492730252,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q2",181.822625115673,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q3",184.142168721189,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1970-Q4",185.961650271511,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q1",188.114353275088,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q2",189.357212914118,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q3",189.712634785977,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1971-Q4",190.046401322702,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q1",190.386693872734,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q2",192.264272391037,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q3",192.560573204648,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1972-Q4",202.116910972477,
"JPN","HOUSECOST","PRICEINCOME","IDX2015","Q","1973-Q1",208.675540935205,
